ENSGID	GENE	minP	meanP
ENSG00000258439	RP11-173A8.2	0.643	0.8384
ENSG00000258472	RP11-192H23.4	0.05236	0.05236
ENSG00000258474	RP11-187E13.1	0.01671	0.3348
ENSG00000258476	RP11-76E17.3	0.00516	0.9803
ENSG00000258479	LINC00640	0.0009428	0.2466
ENSG00000258480	RP11-662J14.2	0.1813	0.9496
ENSG00000258483	AC144835.1	0.008574	0.06222
ENSG00000258484	SPESP1	0.002059	0.5465
ENSG00000258489	RP11-398J10.2	0.03439	0.119
ENSG00000258498	DIO3OS	0.06471	0.7168
ENSG00000258499	RP11-862G15.2	0.006095	0.6463
ENSG00000258510	RP11-493G17.4	0.1328	0.5227
ENSG00000258512	RP11-796G6.2	0.1716	0.1716
ENSG00000258517	RP6-91H8.1	0.7214	0.8118
ENSG00000258520	RP11-363J20.2	0.08948	0.1212
ENSG00000258524	NT5CP1	0.06273	0.09448
ENSG00000258526	RP11-111A21.1	0.04324	0.6328
ENSG00000258531	BANF1P1	0.02729	0.892
ENSG00000258532	RP11-353P15.1	0.04884	0.2194
ENSG00000258534	CTD-2134A5.4	0.01796	0.8759
ENSG00000258536	RP11-1053O12.1	0.45	0.8042
ENSG00000258537	FRMD6-AS2	0.4657	0.9399
ENSG00000258538	RP11-753D20.3	0.02742	0.4102
ENSG00000258546	RP11-713N11.3	0.2609	0.4611
ENSG00000258548	LINC00645	0.0007583	0.1185
ENSG00000258551	RP11-661P17.1	0.08342	0.1178
ENSG00000258556	CTD-2568P8.1	0.1603	0.5764
ENSG00000258561	RP11-72M17.1	0.008244	0.9693
ENSG00000258564	OR4N1P	0.08795	0.5336
ENSG00000258565	BLZF2P	0.05946	0.7635
ENSG00000258568	RHOQP1	0.02285	0.2692
ENSG00000258569	RP11-99E15.2	0.06021	0.9207
ENSG00000258571	PTTG4P	0.03657	0.4716
ENSG00000258572	RP11-1070N10.3	0.002058	0.1429
ENSG00000258581	RP11-638I2.10	0.1082	0.3952
ENSG00000258583	RP11-112J1.2	0.004786	0.3636
ENSG00000258586	RP5-1021I20.2	0.00197	0.4402
ENSG00000258590	NBEAP1	0.7754	0.7754
ENSG00000258591	RP11-545M17.3	0.04324	0.236
ENSG00000258592	RP11-108M12.3	0.02178	0.2546
ENSG00000258593	CTD-3051D23.4	0.001112	0.9798
ENSG00000258597	SERPINA2P	0.03168	0.1226
ENSG00000258599	RP11-84C10.1	0.09289	0.9049
ENSG00000258602	RP11-7F17.7	0.008333	0.2505
ENSG00000258604	AL161668.5	0.02586	0.9311
ENSG00000258608	DNAJC19P9	0.001816	0.3341
ENSG00000258609	LINC-ROR	0.3287	0.3287
ENSG00000258611	RP11-368J22.2	0.0447	0.1695
ENSG00000258613	RPL21P7	0.01289	0.29
ENSG00000258619	RP11-134E15.1	0.2581	0.4095
ENSG00000258626	COX7A2P1	0.06769	0.06769
ENSG00000258630	RP11-725G5.2	0.06368	0.8035
ENSG00000258636	CTD-2298J14.2	0.03225	0.3208
ENSG00000258640	RPL21P5	0.1051	0.3973
ENSG00000258643	BCL2L2-PABPN1	0.0797	0.45
ENSG00000258647	LINC00930	0.0005456	0.7091
ENSG00000258654	RP11-509A17.3	0.9972	0.9972
ENSG00000258659	TRIM34	0.02203	0.8345
ENSG00000258667	HIF1A-AS2	0.001821	0.7208
ENSG00000258672	RP11-543C4.3	0.007769	0.0973
ENSG00000258675	RP11-299L17.3	0.003762	0.905
ENSG00000258676	RP11-386M24.3	0.0005456	0.01331
ENSG00000258683	RP11-11K13.1	0.4502	0.9023
ENSG00000258692	SALL4P7	0.26	0.3092
ENSG00000258694	RP11-1033H12.1	0.01174	0.8485
ENSG00000258700	LINC00871	0.002716	0.9461
ENSG00000258701	LINC00638	0.000257	0.6503
ENSG00000258702	RP11-433J8.1	0.001034	0.3624
ENSG00000258708	SLC25A21-AS1	0.0006531	0.7827
ENSG00000258711	RP11-218E20.3	0.001845	0.944
ENSG00000258713	C20orf141	0.05067	0.7184
ENSG00000258717	RP11-566J3.2	0.009701	0.493
ENSG00000258718	RP11-226P1.2	0.1372	0.1372
ENSG00000258733	CTD-2341M24.1	0.03777	0.396
ENSG00000258734	RP11-112J1.3	0.001884	0.9165
ENSG00000258735	LINC00637	0.01796	0.204
ENSG00000258737	SUB1P2	0.099	0.4896
ENSG00000258740	RP11-293M10.1	0.03532	0.7014
ENSG00000258741	RP11-386M24.4	0.0005456	0.743
ENSG00000258742	RP11-862G15.1	0.1281	0.6077
ENSG00000258743	RP11-406A9.2	0.0524	0.4786
ENSG00000258744	RP11-80A15.1	0.006612	0.5513
ENSG00000258754	CTD-3049M7.1	0.03501	0.2693
ENSG00000258759	RP11-1012A1.7	0.02642	0.7747
ENSG00000258768	CTD-2292M16.8	0.004821	0.9705
ENSG00000258769	RAP1AP	0.02248	0.07774
ENSG00000258770	CTD-2007A10.1	0.01383	0.1657
ENSG00000258773	RP11-255M2.2	0.00679	0.7641
ENSG00000258774	NANOGP7	0.006095	0.2118
ENSG00000258779	RP11-140I24.1	0.1509	0.7982
ENSG00000258780	BMS1P15	0.6881	0.6881
ENSG00000258785	CTD-2643K12.2	0.00804	0.9127
ENSG00000258787	RP11-164C12.1	0.003497	0.9301
ENSG00000258788	RP11-404P21.9	0.00645	0.5308
ENSG00000258792	RP11-944C7.1	0.002114	0.867
ENSG00000258794	RP11-313F23.5	0.09134	0.9267
ENSG00000258798	RP11-895M11.3	0.02966	0.03301
ENSG00000258803	RP11-624J12.1	0.06932	0.3554
ENSG00000258811	CTD-3051D23.1	0.0006066	0.9917
ENSG00000258815	RP11-408B11.2	8.669e-05	0.2359
ENSG00000258818	RNASE4	0.0173	0.1267
ENSG00000258819	RP11-7F17.3	0.008333	0.9883
ENSG00000258823	CTD-2555K7.3	0.002937	0.4287
ENSG00000258831	RP11-76E17.4	0.009025	0.6682
ENSG00000258839	MC1R	0.02197	0.1447
ENSG00000258841	RP11-226P1.3	0.07439	0.0802
ENSG00000258844	RP11-259K15.2	0.09078	0.2039
ENSG00000258845	RP11-945F5.1	0.3318	0.6522
ENSG00000258846	EEF1A1P33	0.04956	0.5612
ENSG00000258847	CTD-2014B16.3	0.214	0.5861
ENSG00000258857	RP11-247L20.3	0.03621	0.4666
ENSG00000258859	RP11-594C13.1	0.01383	0.9029
ENSG00000258867	RP11-300J18.3	0.4008	0.4011
ENSG00000258871	RP3-514A23.2	0.008288	0.8773
ENSG00000258873	DUXA	0.0004024	0.762
ENSG00000258875	CTD-2547L24.3	0.03042	0.8091
ENSG00000258878	CTD-2509G16.3	0.3699	0.4933
ENSG00000258879	RP11-713N11.5	0.04654	0.9076
ENSG00000258884	CTD-3035D6.2	0.007684	0.3808
ENSG00000258890	CEP95	0.03288	0.5455
ENSG00000258896	SCOCP1	0.5578	0.7045
ENSG00000258900	HNRNPCP1	0.001884	0.2134
ENSG00000258902	CTD-2128A3.2	0.009824	0.6765
ENSG00000258908	RP11-203M5.8	0.02014	0.04051
ENSG00000258909	RP11-164C12.2	0.06292	0.4731
ENSG00000258910	RP11-19E11.1	0.05701	0.7026
ENSG00000258913	RP11-260M19.2	0.0003587	0.5948
ENSG00000258914	CTD-2134A5.3	0.000257	0.5345
ENSG00000258917	ZMYND19P1	0.2263	0.2263
ENSG00000258918	RP11-219E7.4	0.007814	0.3837
ENSG00000258919	RP11-1029J19.4	0.003656	0.891
ENSG00000258927	RP11-1070N10.5	0.01376	0.9552
ENSG00000258928	RP11-463J10.2	0.2088	0.5666
ENSG00000258929	RP11-58E21.3	0.007409	0.3533
ENSG00000258933	RP11-991C1.1	0.003372	0.384
ENSG00000258942	RP11-255G12.2	0.0007679	0.9643
ENSG00000258943	RP11-696D21.2	0.1164	0.7455
ENSG00000258946	RP11-58E21.4	0.0662	0.3863
ENSG00000258947	TUBB3	0.05281	0.2124
ENSG00000258951	KRT18P7	0.0006513	0.4202
ENSG00000258952	RP11-1042B17.5	0.002304	0.2875
ENSG00000258955	LINC00519	0.01788	0.7784
ENSG00000258962	RP11-747H7.1	0.09261	0.8199
ENSG00000258967	HMGN1P3	0.02924	0.9273
ENSG00000258976	CTD-2207P18.2	0.1601	0.5894
ENSG00000258977	RP11-799P8.1	0.1718	0.9355
ENSG00000258979	RP11-433J8.2	0.0327	0.2863
ENSG00000258986	TMEM179	0.000257	0.3534
ENSG00000258987	RP11-131H24.4	0.272	0.4112
ENSG00000258988	RP11-125H8.1	0.08391	0.2263
ENSG00000258994	RP11-26L16.1	0.05512	0.9235
ENSG00000258997	NF1P2	0.3238	0.3443
ENSG00000258998	RP11-398E10.1	0.01522	0.7178
ENSG00000259003	AE000662.92	0.01004	0.9153
ENSG00000259004	RP11-8L8.2	0.007647	0.5224
ENSG00000259005	RP3-449M8.6	0.00197	0.2863
ENSG00000259011	RP11-2C7.1	0.01522	0.7809
ENSG00000259015	RP11-109N23.6	0.003922	0.05071
ENSG00000259017	RP11-561B11.6	0.01081	0.6816
ENSG00000259020	RP11-529H20.3	0.1281	0.7982
ENSG00000259021	TPRX1P1	0.04675	0.5024
ENSG00000259028	RP11-325D8.1	0.07451	0.7924
ENSG00000259031	CTD-2062F14.3	0.005419	0.7027
ENSG00000259032	ENSAP2	0.1603	0.7508
ENSG00000259033	RP11-718G2.5	0.07691	0.07691
ENSG00000259045	RP11-320M16.1	0.01139	0.4664
ENSG00000259051	HNRNPUP1	0.01457	0.6015
ENSG00000259056	DUXAP1	0.01861	0.8193
ENSG00000259059	PEBP1P1	0.08583	0.9722
ENSG00000259067	CTD-3051D23.3	0.0631	0.6988
ENSG00000259070	LINC00639	0.007337	0.8361
ENSG00000259071	RP11-247L20.4	0.008089	0.2682
ENSG00000259072	RP11-96D24.1	0.02372	0.3459
ENSG00000259078	PTBP1P	0.04686	0.1879
ENSG00000259083	RP11-407N17.4	0.007337	0.2549
ENSG00000259087	RP11-356O9.2	0.02891	0.1254
ENSG00000259090	RP11-173D9.5	0.05943	0.7137
ENSG00000259097	RP11-61O1.1	0.0106	0.557
ENSG00000259098	RP11-603B24.2	0.4004	0.5043
ENSG00000259100	RP11-1074O12.1	0.01018	0.7616
ENSG00000259104	PTCSC3	0.0006531	0.7433
ENSG00000259107	LINC00911	0.178	0.479
ENSG00000259108	CTD-3098H1.2	0.0005097	0.6736
ENSG00000259113	RP11-406H23.2	0.04437	0.4543
ENSG00000259120	SMIM6	0.02568	0.4716
ENSG00000259123	RP11-76E17.2	0.07208	0.2832
ENSG00000259124	RP11-187O7.3	0.02678	0.9295
ENSG00000259126	RP11-99L13.2	0.2625	0.3622
ENSG00000259129	LINC00648	0.003193	0.9695
ENSG00000259130	RP11-219E7.3	0.0235	0.5819
ENSG00000259134	LINC00924	0.002096	0.2221
ENSG00000259144	RANBP20P	0.03989	0.2007
ENSG00000259145	RP11-566K19.9	0.02194	0.106
ENSG00000259149	RP11-313C4.1	0.8159	0.9553
ENSG00000259150	LINC00929	0.1269	0.9817
ENSG00000259151	CAP2P1	0.04282	0.4955
ENSG00000259153	RP6-65G23.3	0.01438	0.8541
ENSG00000259155	RP11-831F12.3	0.08617	0.6773
ENSG00000259158	ADAM20P1	0.02678	0.1255
ENSG00000259162	RP11-203M5.6	0.0235	0.6447
ENSG00000259165	DDX18P1	0.33	0.33
ENSG00000259167	NMNAT1P1	0.07359	0.8831
ENSG00000259170	RP11-763K15.1	0.04762	0.1712
ENSG00000259174	RP11-1180F24.1	0.04089	0.9037
ENSG00000259178	CTD-2184D3.3	0.02767	0.7096
ENSG00000259179	UBE2CP4	0.2279	0.2279
ENSG00000259181	RP11-463I20.3	0.01376	0.895
ENSG00000259182	RP11-424I19.2	0.01019	0.3116
ENSG00000259187	CTD-2008A1.1	0.05811	0.4956
ENSG00000259192	AC109631.1	0.2702	0.5528
ENSG00000259198	RP11-133K1.6	0.05294	0.7321
ENSG00000259199	CTD-2544M6.1	0.1297	0.4291
ENSG00000259200	RP11-718O11.1	0.006869	0.6051
ENSG00000259203	RP11-209K10.2	0.01934	0.8506
ENSG00000259205	PRKXP1	0.001076	0.8259
ENSG00000259207	ITGB3	0.0009135	0.9404
ENSG00000259215	RP11-253M7.4	0.02643	0.02643
ENSG00000259218	LINC00928	0.07067	0.07067
ENSG00000259222	RP11-809H16.5	0.1239	0.5678
ENSG00000259224	SLC35G6	0.03047	0.4851
ENSG00000259225	RP11-1008C21.1	0.00246	0.00246
ENSG00000259228	HNRNPA1P62	0.01552	0.1585
ENSG00000259230	CTD-2555C10.3	0.02663	0.03989
ENSG00000259234	RP11-17L5.4	0.122	0.1936
ENSG00000259235	RP11-605F22.2	0.0447	0.3174
ENSG00000259236	CTD-2611K5.5	0.01669	0.7113
ENSG00000259237	RP11-209E8.1	0.003407	0.881
ENSG00000259240	RP11-108K3.1	0.2834	0.697
ENSG00000259241	RP11-313P18.2	0.1708	0.9337
ENSG00000259243	RP13-996F3.4	0.008827	0.4852
ENSG00000259245	RP11-684B21.1	0.01812	0.8911
ENSG00000259246	HMGN2P47	0.0153	0.4241
ENSG00000259255	RP11-627D16.1	0.1379	0.7568
ENSG00000259258	RP11-325L12.3	0.02704	0.03433
ENSG00000259262	NDUFA3P4	0.0183	0.3709
ENSG00000259268	AC007950.1	0.0174	0.1055
ENSG00000259275	RP11-522B15.3	0.01317	0.8497
ENSG00000259284	RP11-162I7.1	0.06758	0.6182
ENSG00000259286	RP11-696L21.2	0.004248	0.9434
ENSG00000259295	CSPG4P12	0.006519	0.06541
ENSG00000259306	RP11-108K3.2	0.01956	0.7207
ENSG00000259308	RP11-382A20.1	0.02144	0.3087
ENSG00000259315	RP11-752G15.9	0.006445	0.1202
ENSG00000259317	RP11-561C5.7	0.1448	0.6205
ENSG00000259318	RP11-454L9.2	0.0005968	0.1147
ENSG00000259320	RP11-183E24.2	0.08482	0.2694
ENSG00000259321	RP11-468E2.5	0.01525	0.124
ENSG00000259327	CTD-2184D3.6	0.01075	0.4037
ENSG00000259328	RP11-152F13.7	0.01153	0.4979
ENSG00000259333	RP11-630H24.4	0.01327	0.03395
ENSG00000259335	HNRNPMP1	0.05811	0.382
ENSG00000259338	CTD-2651B20.2	0.06226	0.4159
ENSG00000259341	RP11-20G13.1	0.03141	0.66
ENSG00000259344	RP11-566K19.6	0.0175	0.08681
ENSG00000259347	RP11-798K3.2	0.02283	0.638
ENSG00000259359	RP11-327J17.2	0.02395	0.884
ENSG00000259361	LINC00927	0.0384	0.652
ENSG00000259362	RP11-307C19.1	0.05561	0.5366
ENSG00000259363	CTD-2054N24.2	0.001076	0.9889
ENSG00000259372	CTD-2240J17.1	0.03734	0.4667
ENSG00000259374	RP11-736N17.4	0.01766	0.6274
ENSG00000259378	DCAF13P3	0.01034	0.5098
ENSG00000259381	RP11-192M23.1	0.5249	0.5249
ENSG00000259383	RP11-403B2.6	0.973	0.973
ENSG00000259387	RP13-98N21.2	0.01635	0.1333
ENSG00000259392	RP11-758N13.3	0.01266	0.9498
ENSG00000259404	EFTUD1P1	0.003171	0.5505
ENSG00000259411	HNRNPA1P45	0.03081	0.8734
ENSG00000259417	RP11-2E17.1	0.002131	0.3552
ENSG00000259419	HNRNPCP3	0.07547	0.5821
ENSG00000259420	RP11-307C19.2	0.03348	0.7465
ENSG00000259425	RP11-566K19.5	0.007332	0.2321
ENSG00000259431	THTPA	0.06628	0.7252
ENSG00000259433	CTD-2651B20.4	0.01281	0.3325
ENSG00000259434	RP11-720L8.1	0.0242	0.9819
ENSG00000259435	OR4N3P	0.05594	0.106
ENSG00000259438	CTD-2650P22.1	0.02196	0.7055
ENSG00000259439	RP11-89K21.1	0.1434	0.7829
ENSG00000259440	NPM1P43	0.00425	0.5891
ENSG00000259445	RP11-276M12.1	0.009506	0.4336
ENSG00000259448	RP11-16E12.1	0.006238	0.4579
ENSG00000259449	MKI67IPP8	0.2347	0.3571
ENSG00000259450	RP11-265N7.1	0.02475	0.4721
ENSG00000259458	RP11-625H11.1	0.00706	0.8551
ENSG00000259459	RP11-321G12.1	0.02908	0.1713
ENSG00000259461	ANP32BP3	0.1186	0.2793
ENSG00000259466	NPM1P47	0.1602	0.5138
ENSG00000259471	RP11-321F6.1	0.01685	0.8176
ENSG00000259472	RP13-996F3.3	0.1842	0.2716
ENSG00000259477	RP11-86K22.1	0.07583	0.7997
ENSG00000259478	RP11-753A21.1	0.01552	0.1472
ENSG00000259479	CTD-2008A1.2	0.02452	0.1856
ENSG00000259480	RP11-26F2.1	0.0175	0.3355
ENSG00000259485	CTD-2147F2.1	0.003584	0.1679
ENSG00000259494	MRPL46	0.02773	0.06295
ENSG00000259495	RP11-210M15.2	0.02911	0.2206
ENSG00000259496	RP11-19J5.1	0.0288	0.7743
ENSG00000259502	RP11-643G16.3	0.0711	0.5092
ENSG00000259503	RP11-543G18.1	0.05485	0.2928
ENSG00000259504	RP11-352D13.5	0.2071	0.4356
ENSG00000259505	RP11-74D7.1	0.1078	0.1078
ENSG00000259508	RP11-661D19.3	0.1107	0.9932
ENSG00000259509	RP11-627D16.2	0.2535	0.385
ENSG00000259511	RP11-182J1.16	0.003171	0.02537
ENSG00000259516	ANP32AP1	0.0007249	0.1459
ENSG00000259517	RP11-324D17.1	0.01161	0.579
ENSG00000259524	RP11-461F11.1	0.08607	0.7247
ENSG00000259527	LINC00052	0.07257	0.1125
ENSG00000259530	RP11-259A24.1	0.004638	0.9109
ENSG00000259531	RP11-295H24.3	0.00591	0.397
ENSG00000259532	RP11-138H8.2	0.03713	0.3744
ENSG00000259534	RP11-522B15.7	2.464e-05	0.5302
ENSG00000259538	RP11-671M22.6	0.006445	0.9546
ENSG00000259539	CTD-2651B20.1	0.02452	0.09039
ENSG00000259542	RP11-522B15.4	0.1023	0.2941
ENSG00000259548	RP11-38G5.2	0.002131	0.5636
ENSG00000259553	MIR1302-10	0.03758	0.3682
ENSG00000259556	RP11-56B16.2	0.038	0.5328
ENSG00000259562	RP11-762H8.2	0.005141	0.1317
ENSG00000259565	KRT8P23	0.6623	0.6623
ENSG00000259570	RP11-671M22.4	0.007799	0.5061
ENSG00000259572	RP11-198M11.2	0.7967	0.7967
ENSG00000259577	RP11-430B1.2	0.003953	0.1117
ENSG00000259582	RP11-461F11.3	0.01742	0.03599
ENSG00000259584	RP11-521C20.2	0.01604	0.9207
ENSG00000259587	RP11-463I20.2	0.1666	0.6003
ENSG00000259590	RP11-20G13.3	0.1194	0.673
ENSG00000259592	PRELID1P4	0.03229	0.5465
ENSG00000259604	RP11-66B24.1	0.01669	0.03354
ENSG00000259610	RP11-499F3.1	0.009506	0.8071
ENSG00000259611	CTD-2544M6.2	0.03155	0.2526
ENSG00000259612	EEF1A1P22	0.01839	0.3839
ENSG00000259616	RP11-507B12.2	0.005172	0.2915
ENSG00000259618	RP11-562A8.5	0.06247	0.3416
ENSG00000259630	CTD-2262B20.1	0.01212	0.6131
ENSG00000259642	C15orf37	0.03653	0.09005
ENSG00000259647	RP11-143J24.1	0.03833	0.5086
ENSG00000259648	RP11-643G16.4	0.01766	0.4769
ENSG00000259649	RP11-351M8.1	0.01388	0.09788
ENSG00000259652	RP11-797A18.3	0.03361	0.9431
ENSG00000259656	RP11-325E5.1	0.1771	0.9448
ENSG00000259657	PIGHP1	0.008568	0.2942
ENSG00000259658	RP11-89K11.1	0.01077	0.9954
ENSG00000259660	DNM1P47	0.02702	0.9038
ENSG00000259664	CTD-2147F2.2	0.01649	0.4608
ENSG00000259665	RP11-323I15.3	0.02496	0.9901
ENSG00000259669	RP11-643A5.2	0.003444	0.04531
ENSG00000259673	IQCH-AS1	0.01222	0.2053
ENSG00000259674	RP11-356M20.1	0.04548	0.1479
ENSG00000259675	RP11-507B12.1	0.01215	0.8469
ENSG00000259676	RP11-343B18.2	0.01582	0.9329
ENSG00000259677	RP11-493E3.1	0.01759	0.4157
ENSG00000259683	RP11-182J1.14	0.007086	0.4127
ENSG00000259685	CTD-2315E11.1	0.01438	0.5926
ENSG00000259687	RP11-293M10.5	0.03439	0.6962
ENSG00000259692	RP11-499F3.2	0.003198	0.06753
ENSG00000259694	RP13-262C2.3	0.09404	0.1565
ENSG00000259699	HMGB1P8	0.06285	0.913
ENSG00000259702	RP11-236L14.1	0.0591	0.3682
ENSG00000259703	LINC00593	0.6688	0.6688
ENSG00000259705	RP11-227D13.1	0.005731	0.3057
ENSG00000259710	RP11-150L8.3	0.01965	0.7984
ENSG00000259711	CTD-3032H12.2	0.1057	0.1057
ENSG00000259714	LINC00594	0.01045	0.7824
ENSG00000259715	CTD-3110H11.1	0.001871	0.3722
ENSG00000259717	LINC00677	0.3772	0.7562
ENSG00000259719	RP11-930O11.1	0.03051	0.5193
ENSG00000259721	RP11-758N13.1	0.005267	0.1043
ENSG00000259724	CTD-2643K12.3	0.2028	0.8323
ENSG00000259726	CSPG4P11	0.002676	0.581
ENSG00000259727	RP11-1069G10.2	0.00706	0.6306
ENSG00000259728	LINC00933	0.003171	0.02336
ENSG00000259731	RP11-326N17.1	0.06958	0.6509
ENSG00000259737	RP11-475A13.1	0.01557	0.2891
ENSG00000259746	CTD-3065B20.1	0.003218	0.131
ENSG00000259747	RP11-275I4.2	0.09106	0.583
ENSG00000259749	CTD-2022H16.2	0.005902	0.3703
ENSG00000259751	RP11-83J16.3	0.01376	0.6926
ENSG00000259752	FKSG62	0.2329	0.2441
ENSG00000259757	RP11-129I19.2	0.01613	0.6678
ENSG00000259758	CASC7	0.02639	0.9998
ENSG00000259761	RP11-138H10.2	0.01266	0.5021
ENSG00000259763	RP11-327J17.1	0.000495	0.8199
ENSG00000259772	RP11-16E12.2	0.04987	0.5742
ENSG00000259774	RP11-182J1.13	0.00424	0.581
ENSG00000259781	RP11-673C5.1	0.02797	0.2795
ENSG00000259783	RP11-1006G14.2	0.2824	0.3257
ENSG00000259785	RP13-98N21.3	0.01134	0.9491
ENSG00000259789	RP11-1078H9.6	0.3413	0.3413
ENSG00000259790	ANP32BP1	0.03932	0.9365
ENSG00000259803	SLC22A31	0.0007327	0.315
ENSG00000259806	CTD-2196E14.4	0.0001997	0.6839
ENSG00000259807	RP11-426C22.4	0.01656	0.1139
ENSG00000259814	RP11-300A12.2	0.1485	0.3368
ENSG00000259815	RP11-565N2.2	0.07457	0.736
ENSG00000259820	AC083843.1	0.003102	0.2861
ENSG00000259828	RP11-63E9.1	0.009176	0.5813
ENSG00000259834	RP11-284N8.3	0.02456	0.86
ENSG00000259836	RP11-80F22.5	0.521	0.521
ENSG00000259837	RP11-672L10.1	0.01728	0.02505
ENSG00000259838	TCEB1P2	0.0643	0.7173
ENSG00000259839	RP11-491F9.6	0.002082	0.5519
ENSG00000259840	LA16c-380A1.1	0.0184	0.04043
ENSG00000259841	RP11-488I20.3	0.521	0.521
ENSG00000259845	HERC2P10	0.004223	0.327
ENSG00000259846	RP11-467L24.1	0.004383	0.7306
ENSG00000259847	RP11-95H3.1	0.0631	0.8862
ENSG00000259848	AC097374.2	0.4102	0.9903
ENSG00000259859	RP11-439I14.2	0.05602	0.05602
ENSG00000259862	RP11-143E21.6	0.3126	0.3126
ENSG00000259863	SH3RF3-AS1	0.008358	0.519
ENSG00000259865	RP11-488L18.10	0.001379	0.8758
ENSG00000259869	AL022344.7	0.01056	0.6155
ENSG00000259884	RP11-1100L3.8	0.09692	0.9473
ENSG00000259887	RP11-923I11.5	9.605e-06	0.9352
ENSG00000259888	CTD-2540M10.1	0.06401	0.1207
ENSG00000259890	DNM1P50	0.03	0.0346
ENSG00000259894	RP11-697E2.4	0.0183	0.2036
ENSG00000259897	RP11-244B22.3	0.3704	0.521
ENSG00000259904	RP11-602M11.3	0.0004647	0.02284
ENSG00000259905	PWRN1	0.007139	0.1322
ENSG00000259907	RP6-91H8.2	0.05071	0.07066
ENSG00000259915	RP11-410E4.1	0.00488	0.1845
ENSG00000259917	HNRNPLP2	0.0004647	0.4417
ENSG00000259920	RP11-2E11.5	0.1603	0.6857
ENSG00000259922	RP11-322D14.1	0.006779	0.9638
ENSG00000259924	RP11-16E23.4	0.01454	0.6179
ENSG00000259925	CTA-363E6.2	0.03834	0.11
ENSG00000259928	RP11-218M11.1	0.003341	0.09895
ENSG00000259937	RP11-438D14.2	0.01473	0.9178
ENSG00000259942	RP11-292F22.7	0.01877	0.6601
ENSG00000259950	RP11-170L3.4	0.7674	0.9212
ENSG00000259957	RP11-491F9.8	0.0003184	0.04335
ENSG00000259959	RP11-121C2.2	0.008927	0.5321
ENSG00000259962	RP11-44F14.4	0.01471	0.9235
ENSG00000259966	RP11-652G5.1	0.2374	0.4525
ENSG00000259967	RP11-2E17.2	0.003825	0.6153
ENSG00000259974	LINC00261	0.03129	0.2551
ENSG00000259976	RP11-553L6.5	0.1806	0.7416
ENSG00000259981	AF096876.1	0.09757	0.4569
ENSG00000259982	CDC37P1	0.00875	0.1928
ENSG00000259993	RP11-261B23.1	0.006238	0.5499
ENSG00000260001	TGFBR3L	0.05243	0.7991
ENSG00000260006	RP11-469M7.1	0.005217	0.2629
ENSG00000260011	RP13-20L14.1	0.009013	0.08983
ENSG00000260012	RP11-329J18.4	0.2805	0.7688
ENSG00000260013	APOOP5	0.1371	0.2711
ENSG00000260023	RP11-49C24.1	0.06885	0.06885
ENSG00000260025	RP11-490M8.1	0.08325	0.9623
ENSG00000260026	CTD-2015G9.1	0.03154	0.6188
ENSG00000260027	HOXB7	0.0006206	0.1022
ENSG00000260032	LINC00657	0.1759	0.1895
ENSG00000260041	RP11-355E10.1	0.02454	0.02454
ENSG00000260046	RP11-454K7.3	0.04362	0.8727
ENSG00000260052	CTC-527H23.3	0.08774	0.09411
ENSG00000260054	RP11-611L7.1	0.005859	0.3817
ENSG00000260057	RP11-7O14.1	0.01493	0.9037
ENSG00000260059	RP11-231E19.1	0.01006	0.4768
ENSG00000260062	RP11-299H22.5	0.05195	0.7683
ENSG00000260065	CTA-445C9.15	9.176e-05	0.5901
ENSG00000260071	RP11-418I22.2	0.111	0.9851
ENSG00000260075	NSFP1	0.0009135	0.5591
ENSG00000260077	RP11-254F7.2	7.125e-05	0.443
ENSG00000260078	RP11-44F14.1	0.06725	0.5577
ENSG00000260082	RP11-2C24.5	0.02436	0.1818
ENSG00000260086	RP11-42I10.1	0.02711	0.3231
ENSG00000260088	RP11-92G12.3	0.004354	0.7619
ENSG00000260090	RP11-292D4.3	0.02409	0.5241
ENSG00000260091	RP11-33B1.4	0.006518	0.8796
ENSG00000260094	LINC00564	0.002693	0.06947
ENSG00000260100	RP11-220I1.5	0.04946	0.4329
ENSG00000260101	RP11-568N6.1	0.1431	0.4684
ENSG00000260102	LINC01070	0.03875	0.5604
ENSG00000260103	RP11-10O17.1	0.03074	0.1387
ENSG00000260105	AOC4P	0.003192	0.9108
ENSG00000260112	CTC-543D15.1	0.005564	0.1186
ENSG00000260123	RP11-326A19.4	0.002122	0.8827
ENSG00000260128	ULK4P2	0.004223	0.5104
ENSG00000260133	CA5AP1	0.0133	0.6447
ENSG00000260135	RP11-212I21.2	0.0007178	0.5995
ENSG00000260136	CTD-2270L9.4	1.458e-05	0.8567
ENSG00000260137	RP11-258F22.2	0.02968	0.6378
ENSG00000260139	CSPG4P13	0.01335	0.4067
ENSG00000260144	RP11-361M10.3	0.07426	0.4115
ENSG00000260151	RP11-748L13.6	0.006818	0.8387
ENSG00000260159	RP11-483E23.4	0.08719	0.4067
ENSG00000260161	CTD-2588J6.1	0.02013	0.08521
ENSG00000260163	RP11-521O16.2	0.005319	0.6715
ENSG00000260166	RP11-863P13.6	0.0667	0.1395
ENSG00000260174	CTD-2022H16.3	0.04605	0.5123
ENSG00000260176	CTD-3126B10.4	0.01317	0.3183
ENSG00000260177	RP4-536B24.3	0.004221	0.2993
ENSG00000260179	RP5-902P8.12	0.03669	0.8762
